name,position,group,club,division,based_in,division_tier,tier_quality,date_of_birth,birth_month,birth_quarter,age_(days)_on_1_july_2015,age_(months)_on_1_july_2015,age_(years)_on_1_july_2015,birth_city,nation_of_birth,birth_region,nationality,second_nationality,height_(ft_in),height_(ft),height_(in),height_(cm),weight_(kg),goals,appearances,is_top_4_tier,train_or_test
Brian Howard,M/AM (C),Midfielder,NaN,NaN,ENG,NONE,7,23/01/1983,1,2,11847,389,32,Southampton,ENG,UK & Ireland,ENG,,,,,173,75,41,363,,
Jermaine Pennant,M/AM (R),Midfielder,NaN,NaN,ENG,NONE,7,16/01/1983,1,2,11854,389,32,Nottingham,ENG,UK & Ireland,ENG,JAM,,,,175,68,19,311,,
Jon Worsnop,GK,Goalkeeper,Chester,NaN,ENG,NONE,7,22/12/1982,12,2,11879,390,32,Bradford,ENG,UK & Ireland,ENG,,,,,183,68,0,179,,
Jamie McCombe,D (C),Defender,Stevenage,English Football League 2,ENG,ENG4,5,12/11/1982,11,1,11919,391,32,Pontefract,ENG,UK & Ireland,ENG,,,,,196,79,28,389,,
Carl Baker,"M (R), AM (RLC)",Midfielder,MK Dons,English Football League Championship,ENG,ENG2,3,31/10/1982,10,1,11931,392,32,Whiston,ENG,UK & Ireland,ENG,,,,,188,79,93,407,,
Craig Woodman,D/WB (L),Defender,Exeter,English Football League 2,ENG,ENG4,5,30/10/1982,10,1,11932,392,32,Tiverton,ENG,UK & Ireland,ENG,,,,,176,69,7,415,,
Rohan Ricketts,M (C),Midfielder,NaN,NaN,ENG,NONE,7,28/09/1982,9,1,11964,393,32,London,ENG,UK & Ireland,ENG,,,,,178,72,11,199,,
Steve Sidwell,M (C),Midfielder,Stoke,English Premier Division,ENG,ENG1,1,21/09/1982,9,1,11971,393,32,London,ENG,UK & Ireland,ENG,,,,,178,70,55,376,,
Karl Henry,"DM, M (C)",Midfielder,Q.P.R.,English Football League Championship,ENG,ENG2,3,24/06/1982,6,4,12060,396,32,Wolverhampton,ENG,UK & Ireland,ENG,JAM,,,,183,72,9,439,,
Pat Baldwin,D (C),Defender,NaN,NaN,ENG,NONE,7,12/11/1981,11,1,12284,403,32,London,ENG,UK & Ireland,ENG,,,,,191,79,3,319,,
Tom Newey,D (L),Defender,NaN,NaN,ENG,NONE,7,06/11/1981,11,1,12290,403,32,Sheffield,ENG,UK & Ireland,ENG,,,,,178,65,8,425,,
Phil Senior,GK,Goalkeeper,NaN,NaN,ENG,NONE,7,10/02/1981,2,2,12559,412,32,Huddersfield,ENG,UK & Ireland,ENG,,,,,181,70,0,86,,
Frazer Richardson,D (R),Defender,Rotherham,English Football League Championship,ENG,ENG2,3,18/12/1980,12,2,12613,414,32,Rotherham,ENG,UK & Ireland,ENG,,,,,181,76,5,301,,
Antony Kay,D (C),Defender,MK Dons,English Football League Championship,ENG,ENG2,3,28/11/1980,11,1,12633,415,32,Barnsley,ENG,UK & Ireland,ENG,,,,,181,74,42,459,,
Danny Pugh,D/WB/M (L),Defender,Bury,English Football League 1,ENG,ENG3,4,18/11/1980,11,1,12643,415,32,Manchester,ENG,UK & Ireland,ENG,,,,,183,77,15,251,,
Andy Bishop,ST (C),Forward,Southport,NaN,ENG,NONE,7,27/05/1980,5,3,12818,421,32,Stafford,ENG,UK & Ireland,ENG,,,,,183,69,127,445,,
Jermain Defoe,ST (C),Forward,Sunderland,English Premier Division,ENG,ENG1,1,19/03/1980,3,3,12887,423,32,London,ENG,UK & Ireland,ENG,,,,,167,71,168,465,,
Sam Russell,GK,Goalkeeper,Gateshead,NaN,ENG,NONE,7,03/11/1979,11,1,13024,427,32,Middlesbrough,ENG,UK & Ireland,ENG,,,,,183,69,0,402,,
Jon Ashton,D (C),Defender,Crawley,English Football League 2,ENG,ENG4,5,15/10/1979,10,1,13043,428,32,Nuneaton,ENG,UK & Ireland,ENG,,,,,188,89,9,399,,
Ben Chorley,D (C),Defender,Bromley,NaN,ENG,NONE,7,27/03/1979,3,3,13245,435,32,Sidcup,ENG,UK & Ireland,ENG,,,,,191,84,15,401,,
Luke Varney,"AM (RL), ST (C)",Forward,NaN,NaN,ENG,NONE,7,19/03/1979,3,3,13253,435,32,Leicester,ENG,UK & Ireland,ENG,,,,,181,70,92,376,,
Lee Mansell,M (C),Midfielder,Bristol Rovers,English Football League 2,ENG,ENG4,5,21/03/1978,3,3,13616,447,32,Gloucester,ENG,UK & Ireland,ENG,,,,,178,69,39,476,,
Rowan Vine,"AM (R), ST (C)",Forward,NaN,NaN,ENG,NONE,7,18/05/1977,5,3,13923,457,32,Basingstoke,ENG,UK & Ireland,ENG,,,,,185,76,71,369,,
Jamie Clarke,"D (R), M (C)",Defender,Arbroath,Scottish League 2,SCO,SCO4,6,14/03/1975,3,3,14719,483,32,Sunderland,ENG,UK & Ireland,ENG,,,,,188,78,10,323,,
Leon Britton,"DM, M (C)",Midfielder,Swansea,English Premier Division,ENG,ENG1,1,15/07/1973,7,4,15326,503,32,London,ENG,UK & Ireland,ENG,,,,,168,64,11,439,,
Lloyd Dyer,M/AM (RL),Midfielder,Watford,English Premier Division,ENG,ENG1,1,13/09/1982,9,1,11979,393,32,Birmingham,ENG,UK & Ireland,ENG,MSR,,,,173,70,51,404,,
Luke Oliver,D (C),Defender,Aldershot,NaN,ENG,NONE,7,04/09/1982,9,1,11988,393,32,London,ENG,UK & Ireland,ENG,,,,,201,83,16,306,,
Joey Barton,"DM, M (C)",Midfielder,Burnley,English Football League Championship,ENG,ENG2,3,02/09/1982,9,1,11990,393,32,Huyton,ENG,UK & Ireland,ENG,,,,,180,70,29,327,,
Alan Tate,D (RC),Defender,Port Talbot,NaN,WAL,NONE,7,02/09/1982,9,1,11990,393,32,Easington,ENG,UK & Ireland,ENG,,,,,186,85,5,344,,
Ben Williams,GK,Goalkeeper,Bradford City,English Football League 1,ENG,ENG3,4,27/08/1982,8,4,11996,394,32,Manchester,ENG,UK & Ireland,ENG,,,,,188,86,0,383,,
Phil Jagielka,D (C),Defender,Everton,English Premier Division,ENG,ENG1,1,17/08/1982,8,4,12006,394,32,Manchester,ENG,UK & Ireland,ENG,POL,,,,180,87,28,496,,
Joleon Lescott,D (LC),Defender,Aston Villa,English Premier Division,ENG,ENG1,1,16/08/1982,8,4,12007,394,32,Birmingham,ENG,UK & Ireland,ENG,,,,,190,89,34,468,,
Johnnie Jackson,M (C),Midfielder,Charlton,English Football League Championship,ENG,ENG2,3,15/08/1982,8,4,12008,394,32,London,ENG,UK & Ireland,ENG,,,,,186,81,63,375,,
Gary McSheffrey,"M (L), AM (C)",Midfielder,Scunthorpe,English Football League 1,ENG,ENG3,4,13/08/1982,8,4,12010,394,32,Coventry,ENG,UK & Ireland,ENG,IRL,,,,173,67,97,441,,
Lee Cook,M/AM (L),Midfielder,Eastleigh,NaN,ENG,NONE,7,03/08/1982,8,4,12020,394,32,London,ENG,UK & Ireland,ENG,,,,,176,72,37,355,,
Michael Rose,"D (L), DM",Defender,Rochdale,English Football League 1,ENG,ENG3,4,28/07/1982,7,4,12026,395,32,Manchester,ENG,UK & Ireland,ENG,,,,,181,78,32,445,,
Marc Richards,ST (C),Forward,Northampton,English Football League 2,ENG,ENG4,5,08/07/1982,7,4,12046,395,32,Wolverhampton,ENG,UK & Ireland,ENG,,,,,186,77,143,439,,
Simon Mensing,D (C),Defender,Atlanta Silverbacks,NaN,SCO,NONE,7,27/06/1982,6,4,12057,396,33,Wolfenbüttel,ENG,Central Europe,ENG,GER,,,,186,79,41,410,,
Kevin Nolan,M/AM (C),Midfielder,NaN,NaN,ENG,NONE,7,24/06/1982,6,4,12060,396,33,Liverpool,ENG,UK & Ireland,ENG,IRL,,,,183,89,100,532,,
David Perkins,M (C),Midfielder,Wigan,English Football League 1,ENG,ENG3,4,12/11/1981,11,1,12284,403,33,Morecambe,ENG,UK & Ireland,ENG,WAL,,,,168,77,15,499,,
Nathan Tyson,"AM (L), ST (C)",Forward,Doncaster,English Football League 1,ENG,ENG3,4,06/11/1981,11,1,12290,403,33,Reading,ENG,UK & Ireland,ENG,,,,,183,64,94,419,,
Ryan Clarke,GK,Goalkeeper,Northampton,English Football League 2,ENG,ENG4,5,10/02/1981,2,2,12559,412,33,Bristol,ENG,UK & Ireland,ENG,,,,,188,83,0,413,,
James Curtis,D (C),Defender,Gateshead,NaN,ENG,NONE,7,18/12/1980,12,2,12613,414,33,Sunderland,ENG,UK & Ireland,ENG,,,,,201,89,14,453,,
Mark Hudson,D (C),Defender,Huddersfield,English Football League Championship,ENG,ENG2,3,28/11/1980,11,1,12633,415,33,Guildford,ENG,UK & Ireland,ENG,,,,,186,77,23,363,,
Luke Guttridge,M (C),Midfielder,Luton,English Football League 2,ENG,ENG4,5,18/11/1980,11,1,12643,415,33,Barnstaple,ENG,UK & Ireland,ENG,,,,,171,69,61,453,,
Stephen Jordan,D (LC),Defender,Fleetwood,English Football League 1,ENG,ENG3,4,27/05/1980,5,3,12818,421,33,Warrington,ENG,UK & Ireland,ENG,,,,,186,83,2,249,,
Jordan Stewart,D/WB/M (L),Defender,San Jose,NaN,USA,NONE,7,19/03/1980,3,3,12887,423,33,Birmingham,ENG,UK & Ireland,ENG,USA,,,,183,78,11,350,,
Paul Reid,D (C),Defender,Eastleigh,NaN,ENG,NONE,7,03/11/1979,11,1,13024,427,33,Carlisle,ENG,UK & Ireland,ENG,,,,,188,74,12,388,,
Rickie Lambert,"AM (C), ST (C)",Forward,West Brom,English Premier Division,ENG,ENG1,1,15/10/1979,10,1,13043,428,33,Liverpool,ENG,UK & Ireland,ENG,,,,,188,77,214,569,,
Chris Weale,GK,Goalkeeper,Yeovil,English Football League 2,ENG,ENG4,5,27/03/1979,3,3,13245,435,33,Yeovil,ENG,UK & Ireland,ENG,,,,,188,84,1,351,,
James Bittner,GK,Goalkeeper,Plymouth,English Football League 2,ENG,ENG4,5,19/03/1979,3,3,13253,435,33,Devizes,ENG,UK & Ireland,ENG,GER,,,,188,86,0,316,,
Matt Taylor,D (C),Defender,Newport Co,English Football League 2,ENG,ENG4,5,21/03/1978,3,3,13616,447,33,Chorley,ENG,UK & Ireland,ENG,,,,,188,86,19,391,,
Mark Phillips,D (C),Defender,Braintree,NaN,ENG,NONE,7,18/05/1977,5,3,13923,457,33,London,ENG,UK & Ireland,ENG,,,,,188,71,15,232,,
Dean Whitehead,"DM, M (C)",Midfielder,Huddersfield,English Football League Championship,ENG,ENG2,3,14/03/1975,3,3,14719,483,33,Oxford,ENG,UK & Ireland,ENG,,,,,183,77,26,498,,
Paul Robinson,D (C),Defender,AFC Wimbledon,English Football League 2,ENG,ENG4,5,15/07/1973,7,4,15326,503,33,London,ENG,UK & Ireland,ENG,,,,,185,74,19,355,,
Peter Clarke,D (C),Defender,Bury,English Football League 1,ENG,ENG3,4,03/01/1982,1,2,12232,401,33,Southport,ENG,UK & Ireland,ENG,,,,,188,84,36,483,,
Jon Parkin,ST (C),Forward,Forest Green,NaN,ENG,NONE,7,30/12/1981,12,2,12236,402,33,Barnsley,ENG,UK & Ireland,ENG,,,,,194,92,137,462,,
Simon Ramsden,"D (RC), WB (R)",Defender,Gateshead,NaN,ENG,NONE,7,17/12/1981,12,2,12249,402,33,Bishop Auckland,ENG,UK & Ireland,ENG,,,,,183,79,8,300,,
Stephen Warnock,D (L),Defender,Derby,English Football League Championship,ENG,ENG2,3,12/12/1981,12,2,12254,402,33,Ormskirk,ENG,UK & Ireland,ENG,,,,,178,76,14,353,,
Alan Goodall,DM,Midfielder,Morecambe,English Football League 2,ENG,ENG4,5,02/12/1981,12,2,12264,402,33,Birkenhead,ENG,UK & Ireland,ENG,,,,,173,70,26,425,,
Matty Taylor,M (L),Midfielder,Burnley,English Football League Championship,ENG,ENG2,3,27/11/1981,11,1,12269,403,33,Oxford,ENG,UK & Ireland,ENG,,,,,178,74,64,520,,
Ian Evatt,D (C),Defender,Chesterfield,English Football League 1,ENG,ENG3,4,19/11/1981,11,1,12277,403,33,Coventry,ENG,UK & Ireland,ENG,,,,,191,88,20,457,,
DJ Campbell,"AM (RL), ST (C)",Forward,NaN,NaN,ENG,NONE,7,12/11/1981,11,1,12284,403,33,London,ENG,UK & Ireland,ENG,,,,,178,70,159,392,,
Joe Cole,"M (C), AM (RLC)",Midfielder,Aston Villa,English Premier Division,ENG,ENG1,1,06/11/1981,11,1,12290,403,33,Romford,ENG,UK & Ireland,ENG,,,,,176,70,50,411,,
George Pilkington,D (C),Defender,Macclesfield,NaN,ENG,NONE,7,10/02/1981,2,2,12559,412,33,Stafford,ENG,UK & Ireland,ENG,,,,,183,79,23,446,,
Liam Chilvers,D (C),Defender,NaN,NaN,ENG,NONE,7,18/12/1980,12,2,12613,414,33,Chelmsford,ENG,UK & Ireland,ENG,,,,,183,78,8,323,,
Adam Lockwood,D (C),Defender,Guiseley,NaN,ENG,NONE,7,28/11/1980,11,1,12633,415,33,Wakefield,ENG,UK & Ireland,ENG,,,,,183,76,22,374,,
Shaun Wright-Phillips,M/AM (R),Midfielder,New York,NaN,USA,NONE,7,18/11/1980,11,1,12643,415,33,London,ENG,UK & Ireland,ENG,,,,,166,65,41,369,,
Matt Sparrow,M (C),Midfielder,Lincoln,NaN,ENG,NONE,7,27/05/1980,5,3,12818,421,33,London,ENG,UK & Ireland,ENG,,,,,178,73,50,424,,
Adam Murray,M/AM (C),Midfielder,Mansfield,English Football League 2,ENG,ENG4,5,19/03/1980,3,3,12887,423,33,Birmingham,ENG,UK & Ireland,ENG,,,,,176,64,39,463,,
Stuart Nelson,GK,Goalkeeper,Gillingham,English Football League 1,ENG,ENG3,4,03/11/1979,11,1,13024,427,33,Nailsworth,ENG,UK & Ireland,ENG,,,,,188,86,0,400,,
Darius Henderson,ST (C),Forward,Scunthorpe,English Football League 1,ENG,ENG3,4,15/10/1979,10,1,13043,428,33,Sutton,ENG,UK & Ireland,ENG,,,,,191,90,117,412,,
Craig Disley,M (C),Midfielder,Grimsby,NaN,ENG,NONE,7,27/03/1979,3,3,13245,435,33,Worksop,ENG,UK & Ireland,ENG,,,,,181,70,70,544,,
Neal Bishop,M (C),Midfielder,Scunthorpe,English Football League 1,ENG,ENG3,4,19/03/1979,3,3,13253,435,33,StocktonNaNonNaNTees,ENG,UK & Ireland,ENG,,,,,186,81,31,496,,
Michael Carrick,"DM, M (C)",Midfielder,Man Utd,English Premier Division,ENG,ENG1,1,21/03/1978,3,3,13616,447,33,Newcastle,ENG,UK & Ireland,ENG,,,,,185,74,27,471,,
Lewis Neal,M/AM (LC),Midfielder,Orlando City,NaN,USA,NONE,7,18/05/1977,5,3,13923,457,33,Leicester,ENG,UK & Ireland,ENG,USA,,,,176,70,20,266,,
Nat Brown,D (C),Defender,Lincoln,NaN,ENG,NONE,7,14/03/1975,3,3,14719,483,34,Sheffield,ENG,UK & Ireland,ENG,,,,,188,79,24,438,,
Stephen Bywater,GK,Goalkeeper,Kerala,NaN,IND,NONE,7,15/07/1973,7,4,15326,503,34,Manchester,ENG,UK & Ireland,ENG,,,,,188,81,0,317,,
Gary Taylor-Fletcher,"AM (RC), ST (C)",Forward,Tranmere,NaN,ENG,NONE,7,04/06/1981,6,4,12445,408,34,Widnes,ENG,UK & Ireland,ENG,,,,,183,77,99,490,,
Ben Davies,D/WB/M (R),Defender,Portsmouth,English Football League 2,ENG,ENG4,5,27/05/1981,5,3,12453,409,34,Walsall,ENG,UK & Ireland,ENG,,,,,171,67,76,452,,
Paul Rachubka,GK,Goalkeeper,Bolton,English Football League Championship,ENG,ENG2,3,21/05/1981,5,3,12459,409,34,San Luis Obispo (CA),ENG,North America,ENG,USA,,,,186,85,0,317,,
Leon Osman,M/AM (C),Midfielder,Everton,English Premier Division,ENG,ENG1,1,17/05/1981,5,3,12463,409,34,Wigan,ENG,UK & Ireland,ENG,SOM,,,,173,64,48,372,,
Paul Konchesky,D/WB (L),Defender,Q.P.R.,English Football League Championship,ENG,ENG2,3,15/05/1981,5,3,12465,409,34,Barking,ENG,UK & Ireland,ENG,,,,,178,69,14,485,,
Chris Kirkland,GK,Goalkeeper,Preston,English Football League Championship,ENG,ENG2,3,02/05/1981,5,3,12478,409,34,Leicester,ENG,UK & Ireland,ENG,,,,,199,92,0,270,,
Keith Southern,"DM, M (C)",Midfielder,Fleetwood,English Football League 1,ENG,ENG3,4,24/04/1981,4,3,12486,410,34,Gateshead,ENG,UK & Ireland,ENG,,,,,178,78,28,378,,
Grant Holt,ST (C),Forward,Wigan,English Football League 1,ENG,ENG3,4,12/04/1981,4,3,12498,410,34,Carlisle,ENG,UK & Ireland,ENG,,,,,186,90,199,529,,
Gavin Skelton,"D (L), DM, M (L)",Defender,Queen of Sth,Scottish Championship,ENG,SCO2,6,27/03/1981,3,3,12514,411,34,Carlisle,ENG,UK & Ireland,ENG,,,,,176,70,37,430,,
Matt Hill,D (L),Defender,Tranmere,NaN,ENG,NONE,7,26/03/1981,3,3,12515,411,34,Bristol,ENG,UK & Ireland,ENG,,,,,173,76,8,451,,
Steve Collis,GK,Goalkeeper,Rochdale,English Football League 1,ENG,ENG3,4,18/03/1981,3,3,12523,411,34,Harrow,ENG,UK & Ireland,ENG,,,,,188,83,0,100,,
Gareth Barry,"DM, M (C)",Midfielder,Everton,English Premier Division,ENG,ENG1,1,23/02/1981,2,2,12546,412,34,Hastings,ENG,UK & Ireland,ENG,,,,,183,78,50,562,,
Tony Hibbert,D (R),Defender,Everton,English Premier Division,ENG,ENG1,1,20/02/1981,2,2,12549,412,34,Huyton,ENG,UK & Ireland,ENG,,,,,173,71,0,264,,
Nicky Shorey,D/WB (L),Defender,Pune,NaN,IND,NONE,7,19/02/1981,2,2,12550,412,34,Romford,ENG,UK & Ireland,ENG,,,,,175,68,13,449,,
Charlie MacDonald,ST (C),Forward,Boreham Wood,NaN,ENG,NONE,7,13/02/1981,2,2,12556,412,34,London,ENG,UK & Ireland,ENG,,,,,178,81,145,439,,
Andy Johnson,ST (C),Forward,NaN,NaN,ENG,NONE,7,10/02/1981,2,2,12559,412,34,Bedford,ENG,UK & Ireland,ENG,POL,,,,171,64,114,382,,
Peter Crouch,ST (C),Forward,Stoke,English Premier Division,ENG,ENG1,1,18/12/1980,12,2,12613,414,34,Macclesfield,ENG,UK & Ireland,ENG,,,,,200,84,131,500,,
Bobby Zamora,ST (C),Forward,Brighton,English Football League Championship,ENG,ENG2,3,28/11/1980,11,1,12633,415,34,London,ENG,UK & Ireland,ENG,TRI,,,,186,75,138,450,,
Ricky Ravenhill,"DM, M (C)",Midfielder,Buxton,NaN,ENG,NONE,7,18/11/1980,11,1,12643,415,34,Doncaster,ENG,UK & Ireland,ENG,,,,,178,73,22,426,,
